story	human	generator
" Mr. September tried to read an instructive story aloud , but was  interrupted by Equinox , April Fool , and little All Hallows , who pinned  streamers to his coat tails , covered him with flour , and would not let  him get through a line ; at which Mrs. October hugged her tricksy baby ,  and laughed until she cried , and Mr. September retired in disgust .  "" That is almost too bad , "" said Mrs. November , as she shook the popper  vigorously in which the corn was popping and snapping merrily ; "" but ,  Thanksgiving , you must not forget to thank your cousins for all they  have done to honour your birthday . ""  At which the demure little maiden went round to each one , and returned  her thanks in such a charming way it was quite captivating .  Grandmother Year at last began to nod over her teacup in the chimney  corner .  "" It is growing late , "" said Grandpa Time .  "" But we must have a Virginia Reel before we go , "" said Mr. December .  "" Oh , yes , yes ! "" cried all the children .  Merry Christmas played a lively air on the piano , and old and young  took their positions on the polished floor with grandpa and grandma at  the head .  Midsummer danced with Happy New Year , June 's Commencement with August 's  Holiday , Leap Year with May Day , and all "" went merry as a marriage  bell . ""  The fun was at its height when suddenly the clock in the corner struck  twelve . Grandma Year motioned all to stop , and Grandfather Time , bowing  his head , said softly , "" Hark ! my children , Thanksgiving Day is ended . ""  THE VISIT  A STORY OF THE CHILDREN OF THE TOWER      The children went back to spend Thanksgiving at      grandfather 's farm . They got into some trouble and were      afraid that they would miss their dinner .  EARLY one morning Grandmother Grey got up , opened the windows and doors  of the farmhouse , and soon everybody on the place was stirring . The  cook hurried breakfast , and no sooner was it over than Grandfather Grey  went out to the barn and hitched the two horses to the wagon .  "" Get up , Robin and Dobbin ! "" he said , as he drove through the big gate .  "" If you knew who were coming back in this wagon you would not be  stepping so slowly . ""  The old horses pricked up their ears when they heard this , and trotted  away as fast as they could"	1	0
" "" All off ! "" cried the conductor , as the train stopped ; and out came  a group of children who were , every one of them , Grandfather and  Grandmother Grey 's grandchildren . They had come to spend Thanksgiving  Day on the farm .  There was John , who was named for grandfather and looked just like him ,  and the twins , Teddie and Pat , who looked like nobody but each other ;  their papa was grandfather 's oldest son . Then there was Louisa , who  had a baby sister at home , and then Mary Virginia Martin , who was her  mamma 's only child .  "" I tell you , "" said grandfather , as he helped them into the wagon , "" your  grandmother will be glad to see you ! ""  And so she was . She was watching at the window for them when they  drove up , and when the children spied her they could scarcely wait for  grandfather to stop the wagon before they scrambled out .  "" Dear me , dear me ! "" said grandmother , as they all tried to kiss her at  the same time , "" how you have grown . ""  "" I am in the first grade , "" said John , hugging her with all his might .  "" So am I , "" cried Louisa .  "" We are going to be , "" chimed in the twins ; and then they all talked at  once , till grandmother could not hear herself speak .  Then , after they had told her all about their mammas and papas , and  homes , and cats and dogs , they wanted to go and say "" how do you do "" to  everything on the place .  "" Take care of yourselves , "" called grandmother , "" for I do n't want to  send any broken bones home to your mothers . ""  "" I can take care of myself , "" said John .  "" So can we , "" said the rest ; and off they ran .  First they went to the kitchen where Mammy ' Ria was getting ready to  cook the Thanksgiving dinner ; then out to the barnyard , where there  were two new red calves , and five little puppies belonging to Juno , the  dog , for them to see . Then they climbed the barnyard fence and made  haste to the pasture where grandfather kept his woolly sheep . "" Baa - a ! ""  said the sheep when they saw the children ; but then , they always said  that , no matter what happened .  There were cows in this pasture , too"	1	0
" "" Do n't cry , "" said Louisa . "" Let 's go to the hickory - nut tree . ""  This pleased them all , and they hurried off ; but on the way they  came to the big shed where grandfather kept his plows and reaper and  threshing machine and all his garden tools .  The shed had a long , wide roof , and there was a ladder leaning against  it . When John saw that , he thought he must go up on the roof ; and then ,  of course , the twins went , too . Then Louisa and Mary Virginia wanted to  go , and although John insisted that girls could not climb , they managed  to scramble up the ladder to where the boys were . And there they all  sat in a row on the roof .  "" Grandmother does n't know how well we can take care of ourselves , "" said  John . "" But I am such a big boy that I can do anything . I can ride a  bicycle and go on errands---- ""  "" So can I , "" said Louisa .  "" We can ride on the trolley ! "" cried the twins .  "" Mamma and I go anywhere by ourselves , "" said Mary Virginia .  "" Moo ! "" said something down below ; and when they looked , there was one  of the cows rubbing her head against the ladder .  "" Do n't be afraid , Mary Virginia , "" said Louisa . "" Cows ca n't climb  ladders . ""  "" Do n't be afraid , Mary Virginia , "" said John . "" I 'll drive her away . ""  So he kicked his feet against the shed roof and called , "" Go away !  go away ! "" The twins kicked their feet , too , and called , "" Go away !  go away ! "" and somebody , I do n't know who , kicked the ladder and it  fell down and lay in the dry grass . And the cow walked peacefully on ,  thinking about her little calf .  "" There , now ! "" exclaimed Louisa , "" how shall we ever get down ? ""  "" Oh , that 's nothing , "" said John . "" All I 'll have to do is to stand up on  the roof and call grandfather . Just watch me do it . ""  So he stood up and called , "" Grandfather ! Grandfather ! Grandfather ! ""  till he was tired ; but no grandfather answered .  Then the twins called , "" Grandfather ! Grandmother ! ""  "" Baa , "" said the sheep , as"	1	0
" "" I want to go home to my mother ! I wish I had n't come ! "" wailed Mary  Virginia .  "" It 's Thanksgiving dinner time , too , "" said John , "" and there 's turkey  for dinner , for I saw it in the oven . ""  "" Pie , too , "" said Louisa .  "" Dear , dear ! "" cried the twins .  And then they all called together once more , but this time with such a  weak little cry that not even the sheep heard it .  The sun grew warmer and the shadows straighter as they sat there , and  grandmother 's house seemed miles away when John stood up to look at it .  "" They 've eaten dinner by this time , I know , "" he said as he sat down  again ; "" and grandfather and grandmother have forgotten all about us . ""  But grandfather and grandmother had not forgotten them , for just about  then grandmother was saying to grandfather : "" You had better see where  the children are , for Thanksgiving dinner will soon be ready and I know  that they are hungry . ""  So grandfather went out to look for them . He did not find them in the  kitchen nor the barnyard , so he called , "" Johnnie ! Johnnie ! "" and when  nobody answered he made haste to the pasture .  The children saw him coming , and long before he had reached the  gate they began to call with all their might . This time grandfather  answered , "" I 'm coming ! "" and I can not tell you how glad they were .  In another minute he had set the ladder up again and they all came  down . Mary Virginia came first because she was the youngest girl , and  John came last because he was the biggest boy . Grandfather put his arms  around each one as he helped them down , and carried Mary Virginia home  on his back . When they got to the house dinner was just ready .      The turkey was brown , the potatoes were sweet ,      The sauce was so spicy , the biscuits were beat ,      The great pumpkin pie was as yellow as gold ,      And the apples were red as the roses , I 'm told .  It was such a good dinner that I had to tell you about it in rhyme !      And I 'm sure you 'll agree ,      With the children and me ,      That there 's never a visit so pleasant to pay      As a visit to grandma on Thanksgiving Day .  THE STORY OF RUTH AND NAOMI "	1	0
" NOW it came to pass , many hundreds of years ago , that there was a good  woman named Naomi who lived in the land of the Moabites . She had once  been very rich and happy , but now her husband was dead and her two sons  also , and she had left only Orpah and Ruth , the wives of her sons .  There was a famine in the land . Naomi could find no grain in the fields  to beat into flour . She and Orpah and Ruth were lonely and sad and very  hungry .  But Naomi heard there was a land where the Lord had visited His people  and given them bread ; so she went forth from the place where she was ,  and her two daughters with her , to the land called Judah . It was a  long , hard way to go . There were rough roads to travel and steep hills  to climb . Their feet grew so weary they could scarcely walk , and at  last Naomi said :  "" Go , return each to your father 's house . The Lord deal kindly with you  as you have dealt with me . The Lord grant you that you may find rest . ""  Then she kissed them , and Orpah kissed her and left her , but Ruth would  not leave Naomi . And Naomi said to Ruth :  "" Behold , thy sister is gone back unto her own people ; return thou ! ""  But Ruth clung to Naomi more closely , as she said :  "" Entreat me not to leave thee , or to return from following after thee :  for whither thou goest , there will I go ; and where thou lodgest , there  will I lodge . Thy people shall be my people , and thy God my God . ""  When Naomi saw that Ruth loved her so much , she forgot how tired and  hungry she was , and the two journeyed on together until they came to  Bethlehem in Judah in the beginning of the barley harvest . There was  no famine in Bethlehem . The fields were full of waving grain , and busy  servants were reaping it and gathering it up to bind into sheaves .  Above all were the fields of the rich man , Boaz , shining with barley  and corn .  Naomi and Ruth came to the edge of the fields and watched the busy  reapers . They saw that after each sheaf was bound , and each pile of  corn was stacked , a little grain fell , unnoticed , to the ground . Ruth  said to Naomi : "" Let me go to the field and glean the"	1	0
" And she went , and came  and gleaned in the field after the reapers .  And Boaz came from Bethlehem , and said to his reapers :  Whose damsel is  this ? "" for he saw how very beautiful Ruth was , and how busily she was  gleaning . The reapers said : "" It is the damsel that came back with Naomi  out of the land of the Moabites . ""  And Ruth ran up to Boaz , crying : "" I pray you , let me glean and gather  after the reapers among the sheaves . ""  And Boaz , who was good and kind , said to Ruth :  "" Hearest thou not , my daughter ? Go not to glean in any other field , but  abide here . ""  Then Ruth bowed herself to the ground , and said : "" Why have I found such  favour in thine eyes , seeing I am a stranger ? ""  And Boaz answered her : "" It hath been showed me all that thou hast done  to thy mother . ""  So , all day , Ruth gleaned in Boaz 's fields . At noon she ate bread and  parched corn with the others . Boaz commanded his reapers to let fall  large handfuls of grain , as they worked , for Ruth to gather , and at  night she took it all home to Naomi .  "" Where hast thou gleaned to - day ? "" asked Naomi , when she saw the food  that Ruth had brought to her .  "" The man 's name with whom I wrought to - day is Boaz , "" said Ruth . And  Naomi said : "" Blessed be he of the Lord -- the man is near of kin unto us . ""  So Ruth gleaned daily , and at the end of the barley harvest the good  man Boaz took Ruth and Naomi to live with him in his own house forever .  BERT 'S THANKSGIVING      Bert is a manly , generous , warm - hearted fellow . Other      boys will like to read how good luck began to come his      way on a certain memorable Thanksgiving Day .  AT NOON , on a dreary November day , a lonesome little fellow , looking  very red about the ears and very blue about the mouth , stood kicking  his heels at the door of a cheap eating house in Boston , and offering a  solitary copy of a morning paper for sale to the people passing .  But there were really not many people passing , for it was Thanksgiving  Day , and the shops were shut , and everybody who had a home to go to and  a"	1	0
" It was possible , however , that he was considering whether he could  afford himself the indulgence of a morning paper ( seeing it was  Thanksgiving Day ) ; so , at least , Bert thought , and accosted him  accordingly .  "" Buy a paper , sir ? All about the fire in East Boston , and arrest of  safe - burglars in Springfield . Only two cents ! ""  The little old man looked at the boy with keen gray eyes , which seemed  to light up the pinched and skinny face , and answered in a shrill voice  that whistled through white front teeth :  "" You ought to come down in your price this time of day . You ca n't  expect to sell a morning paper at twelve o'clock for full price . ""  "" Well , give me a cent then , "" said Bert . "" That 's less'n cost ; but never  mind ; I 'm bound to sell out anyhow . ""  "" You look cold , "" said the old man .  "" Cold ? "" replied Bert ; "" I 'm froze . And I want my dinner . And I 'm going  to have a big dinner , too , seeing it 's Thanksgiving Day . ""  "" Ah ! lucky for you , my boy ! "" said the old man . "" You 've a home to go to ,  and friends , too , I hope ? ""  "" No , _ sir _ ; nary home , and nary friend ; only my mother""--Bert  hesitated , and grew serious ; then suddenly changed his tone--""and  Hop Houghton . I told him to meet me here , and we 'd have a first - rate  Thanksgiving dinner together ; for it 's no fun to be eatin ' alone  Thanksgiving Day ! It sets a feller thinking of everything , if he ever  had a home and then hain't got a home any more . ""  "" It 's more lonesome not to eat at all , "" said the old man , his gray eyes  twinkling . "" And what can a boy like you have to think of ? Here , I guess  I can find one cent for you , though there 's nothing in the paper , I  know . ""  The old man spoke with some feeling , his fingers trembled , and somehow  he dropped two cents instead of one into Bert 's hand .  "" Here ! You 've made a mistake ! "" cried Bert . "" A bargain 's a bargain .  You 've given me a cent too much . ""  "" No , I did n't . I never give anybody"	1	0
" "" No matter , "" said the old man , "" it will be so much less for _ my _  dinner , that 's all . ""  Bert had instinctively pocketed the pennies when , on a moment 's  reflection , his sympathies were excited .  "" Poor old man ! "" he thought ; "" he 's seen better days I guess . Perhaps  he 's no home . A boy like me can stand it , but I guess it must be hard  for _ him _ . He _ meant _ to give me the odd cent all the while ; and I  do n't believe he has had a decent dinner for many a day . ""  All this , which I have been obliged to write out slowly in words , went  through Bert 's mind like a flash . He was a generous little fellow ,  and any kindness shown him , no matter how trifling , made his heart  overflow .  "" Look here ! "" he cried , "" where are _ you _ going to get your dinner  to - day ? ""  "" I can get a bite here as well as anywhere . It do n't matter much to  me , "" replied the old man .  "" Dine with _ me _ , "" said Bert , laughing . "" I 'd like to have you . ""  "" I 'm afraid I could n't afford to dine as you are going to , "" said the  man , with a smile , his eyes twinkling again and his white front teeth  shining .  "" I 'll pay for your dinner ! "" Bert exclaimed . "" Come ! We do n't have a  Thanksgiving but once a year , and a feller wants a good time then . ""  "" But you are waiting for another boy . ""  "" Oh , Hop Houghton ! He wo n't come now , it 's so late . He 's gone to a  place down in North Street , I guess -- a place I do n't like : there 's so  much tobacco smoked and so much beer drank there . "" Bert cast a final  glance up the street . "" No , he wo n't come now . So much the worse for  him ! He likes the men down there ; I do n't . ""  "" Ah ! "" said the man , taking off his hat , and giving it a brush with  his elbow , as they entered the restaurant , as if trying to appear as  respectable as he could in the eyes of a newsboy of such fastidious  tastes .  To make him feel quite comfortable"	1	0
"I ai n't the least mite  aristocratic . ""  "" Ah , indeed ! "" And the old man smiled again , and seemed to look  relieved . "" I 'm very glad to hear it . ""  He placed his hat on the floor and took a seat opposite Bert at a  little table , which they had all to themselves .  Bert offered him the bill of fare .  "" No , I must ask you to choose for me ; but nothing very extravagant , you  know . I 'm used to plain fare . ""  "" So am I. But I 'm going to have a good dinner for once in my life , and  so shall you ! "" cried Bert , generously . "" What do you say to chicken  soup , and then wind up with a thumping big piece of squash pie ? How 's  that for a Thanksgiving dinner ? ""  "" Sumptuous ! "" said the old man , appearing to glow with the warmth of  the room and the prospect of a good dinner . "" But wo n't it cost you too  much ? ""  "" Too much ? No , _ sir _ ! "" laughed Bert . "" Chicken soup , fifteen cents ;  pie -- they give tremendous pieces here ; thick , I tell you -- ten cents .  That 's twenty - five cents ; half a dollar for two . Of course , I do n't do  this way every day in the year . But mother 's glad to have me , once in a  while . Here , waiter ! "" And Bert gave his princely order as if it were no  very great thing for a liberal young fellow like him , after all .  "" Where is your mother ? Why do n't you dine with her ? "" the little man  asked .  Bert 's face grew sober in a moment .  "" That 's the question : why do n't I ? I 'll tell you why I do n't . I 've got  the best mother in the world . What I 'm trying to do is to make a home  for her , so we can live together and eat our Thanksgiving dinners  together some time . Some boys want one thing , some another . There 's one  goes in for good times ; another 's in such a hurry to get rich he do n't  care much how he does it ; but what I want most of anything is to be  with my mother and my two sisters again , and I ai n't ashamed to say so . ""  Bert 's eyes grew very tender , and he"	1	0
"When his business was settled up -- he kept a little grocery store  on Hanover Street -- it was found he had n't left us anything . We had  lived pretty well up to that time , and I and my two sisters had been  to school ; but then mother had to do something , and her friends got  her places to go out nursing , and she 's a nurse now . Everybody likes  her , and she has enough to do . We could n't be with her , of course . She  got us boarded at a good place , but I saw how hard it was going to be  for her to support us , so I said , ' I 'm a boy ; _ I _ can do something for  _ myself _ . You just pay their board , and keep 'em to school , and I 'll go  to work , and maybe help you a little , besides taking care of myself . ' ""  "" What could _ you _ do ? "" said the little old man .  "" That 's it . I was only ' leven years old , and what could I ? What I  should have liked would have been some nice place where I could do  light work , and stand a chance of learning a good business . But  beggars must n't be choosers . I could n't find such a place ; and I  was n't going to be loafing about the streets , so I went to selling  newspapers . I 've sold newspapers ever since , and I shall be twelve  years old next month . ""  "" You like it ? "" said the old man .  "" I like to get my own living , "" replied Bert , proudly , "" but what I want  is to learn some trade , or regular business , and settle down , and make  a home for---- But there 's no use talking about that . Make the best of  things , that 's my motto . Do n't this soup smell good ? And do n't it taste  good , too ? They have n't put so much chicken in yours as they have in  mine . If you do n't mind my having tasted it , we 'll change . ""  The old man declined this liberal offer , took Bert 's advice to help  himself freely to bread , which "" did n't cost anything , "" and ate his soup  with prodigious relish , as it seemed to Bert , who grew more and more  hospitable and patronizing as the repast proceeded .  "" Come , now , wo n't you have something between the soup"	1	0
" "" All right ! Here , waiter ! Two pieces of your fattest and biggest squash  pie ; and a cup of tea , strong , for this gentleman . ""  "" I 've told you about myself , "" added Bert ; "" suppose , now , _ you _ tell  _ me _ something . ""  "" About myself ? ""  "" Yes . I think that would go pretty well with the pie . ""  But the man shook his head . "" I could go back and tell about my plans  and hopes when I was a lad of your age , but it would be too much like  your own story over again . Life is n't what we think it will be when  we are young . You 'll find that out soon enough . I am all alone in the  world now , and I am sixty - seven years old . ""  "" Have some cheese with your pie , wo n't you ? It must be so lonely at  your age ! What do you do for a living ? ""  "" I have a little place in Devonshire Street . My name is Crooker . You 'll  find me up two flights of stairs , back room , at the right . Come and see  me , and I 'll tell you all about my business , and perhaps help you to  such a place as you want , for I know several business men . Now do n't  fail . ""  And Mr. Crooker wrote his address with a little stub of a pencil on a  corner of the newspaper which had led to their acquaintance , tore it  off carefully , and gave it to Bert .  Thereupon the latter took a card from his pocket , not a very clean one ,  I must say ( I am speaking of the card , though the remark will apply  equally well to the pocket ) and handed it across the table to his new  friend .  "" _ Herbert Hampton , Dealer in Newspapers _ , "" the old man read , with his  sharp gray eyes , which glanced up funnily at Bert , seeming to say ,  "" Is n't this rather aristocratic for a twelve - year - old newsboy ? ""  Bert blushed , and explained : "" Got up for me by a printer 's boy I know .  I 'd done some favours for him , so he made me a few cards . Handy to have  sometimes , you know . ""  "" Well , Herbert , "" said the little old man , "" I 'm glad to have made your  acquaintance . The pie was excellent"	1	0
"Now wo n't you let me pay for my  dinner ? I believe I have money enough . Let me see . ""  Bert would not hear of such a thing , but walked up to the desk and  settled the bill with the air of a person who did not regard a trifling  expense .  When he looked around again the little old man was gone .  "" Never mind , I 'll go and see him the first chance I have , "" said Bert ,  as he looked at the pencilled strip of newspaper margin again before  putting it into his pocket .  He then went round to his miserable quarters , in the top of a cheap  lodging - house , where he made himself ready , by means of soap and water  and a broken comb , to walk five miles into the suburbs and get a sight ,  if only for five minutes , of his mother .  On the following Monday Bert , having a leisure hour , went to call on  his new acquaintance in Devonshire Street .  Having climbed the two flights , he found the door of the back room at  the right ajar , and looking in , saw Mr. Crooker at a desk , in the act  of receiving a roll of money from a well - dressed visitor .  Bert entered unnoticed and waited till the money was counted and a  receipt signed . Then , as the visitor departed , old Mr. Crooker looked  round and saw Bert . He offered him a chair , then turned to lock up the  money in a safe .  "" So this is your place of business ? "" said Bert , glancing about the  plain office room . "" What do you do here ? ""  "" I buy real estate sometimes -- sell -- rent -- and so forth . ""  "" Who for ? "" asked Bert .  "" For myself , "" said little old Mr. Crooker , with a smile .  Bert stared , perfectly aghast at the situation . This , then , was the  man whom he had invited to dinner , and treated so patronizingly the  preceding Thursday !  "" I -- I thought -- you was a poor man . ""  "" I _ am _ a poor man , "" said Mr. Crooker , locking his safe . "" Money does n't  make a man rich . I 've money enough . I own houses in the city . They give  me something to think of , and so keep me alive . I had truer riches  once , but I lost them long ago . ""  From the way the old man 's"	1	0
" "" It _ was _ odd . "" And Mr. Crooker showed his white front teeth with a  smile . "" But it may turn out to have been a lucky circumstance for both  of us . I like you ; I believe in you ; and I 've an offer to make to you :  I want a trusty , bright boy in this office , somebody I can bring up  to my business , and leave it with , as I get too old to attend to it  myself . What do you say ? ""  What _ could _ Bert say ?  Again that afternoon he walked -- or rather , ran -- to his mother , and  after consulting with her , joyfully accepted Mr. Crooker 's offer .  Interviews between his mother and his employer soon followed , resulting  in something for which at first the boy had not dared to hope . The  lonely , childless old man , who owned so many houses , wanted a home ; and  one of these houses he offered to Mrs. Hampton , with ample support for  herself and her children , if she would also make it a home for him .  Of course this proposition was accepted ; and Bert soon had the  satisfaction of seeing the great ambition of his youth accomplished .  He had employment which promised to become a profitable business ( as  indeed it did in a few years , he and the old man proved so useful to  each other ) ; and , more than that , he was united once more with his  mother and sisters in a happy home where he has since had a good many  Thanksgiving dinners .  A THANKSGIVING STORY      A three - minute story for the littlest boys and girls .  IT WAS nearly time for Thanksgiving Day . The rosy apples and golden  pumpkins were ripe , and the farmers were bringing them into the markets .  One day when two little children , named John and Minnie , were going to  school , they saw the turkeys and chickens and pumpkins in the window of  a market , and they exclaimed , "" Oh , Thanksgiving Day ! Oh , Thanksgiving  Day ! "" After school was over , they ran home to their mother , and asked  her when Thanksgiving Day would be . She told them in about two weeks ;  then they began to talk about what they wanted for dinner , and asked  their mother a great many questions . She told them she hoped they  would have turkey and even the pumpkin pie they wanted so much , but  that Thanksgiving Day was not given us so that we might have a"	1	0
"And Thanksgiving Day was for  glad and happy thoughts about God , as well as for good things to eat .  Not long after , when John and Minnie were playing , John said to  Minnie , "" I wish I could do something to tell God how glad I am about  Thanksgiving . "" "" I wish so , too , "" said Minnie . Just then some little  birds came flying down to the ground , and Minnie said : "" Oh , I know . ""  Then she told John , but they agreed to keep it a secret till the day  came . Now what do you think they did ? Well , I will tell you .  They saved their pennies , and bought some corn , and early Thanksgiving  Day , before they had their dinner , they went out into the street near  their home , and scattered corn in a great many places . What for ? Why ,  for the birds . While they were doing it , John said , "" I know , Minnie ,  why you thought of the birds : because they do not have any papas and  mammas after they are grown up to get a dinner for them on Thanksgiving  Day . "" "" Yes , that is why , "" said Minnie .  By and by the birds came and found such a feast , and perhaps they knew  something about Thanksgiving Day and must have sung and chirped happily  all day .  JOHN INGLEFIELD 'S THANKSGIVING      A sad Thanksgiving story is a rarity indeed . But      the one which follows reminds us that the Puritans ,      although they originated our Thanksgiving festival ,      were after all a sombre people , seldom free from a      realizing sense of the imminence of sin . Nathaniel      Hawthorne , a genuine product of Puritanism , inherited      a full share of his forefathers ' constitutional      melancholy and preoccupation with the darker aspects of      life -- as this story bears witness .  ON THE evening of Thanksgiving Day , John Inglefield , the blacksmith ,  sat in his elbow - chair among those who had been keeping festival at  his board . Being the central figure of the domestic circle , the fire  threw its strongest light on his massive and sturdy frame , reddening  his rough visage so that it looked like the head of an iron statue , all  aglow , from his own forge , and with its features rudely fashioned on  his own anvil . At John Inglefield 's right hand was an empty chair . The  other places round the hearth were filled by the members of the family ,  who all sat quietly , while , with"	1	0
"There was also a daughter of sixteen , whom  nobody could look at without thinking of a rosebud almost blossomed .  The only other person at the fireside was Robert Moore , formerly an  apprentice of the blacksmith , but now his journeyman , and who seemed  more like an own son of John Inglefield than did the pale and slender  student .  Only these four had kept New England 's festival beneath that roof .  The vacant chair at John Inglefield 's right hand was in memory of his  wife , whom death had snatched from him since the previous Thanksgiving .  With a feeling that few would have looked for in his rough nature ,  the bereaved husband had himself set the chair in its place next his  own ; and often did his eye glance hitherward , as if he deemed it  possible that the cold grave might send back its tenant to the cheerful  fireside , at least for that one evening . Thus did he cherish the grief  that was clear to him . But there was another grief which he would fain  have torn from his heart ; or , since that could never be , have buried it  too deep for others to behold , or for his own remembrance . Within the  past year another member of his household had gone from him , but not to  the grave . Yet they kept no vacant chair for her .  While John Inglefield and his family were sitting round the hearth  with the shadows dancing behind them on the wall , the outer door was  opened , and a light footstep came along the passage . The latch of the  inner door was lifted by some familiar hand , and a young girl came in ,  wearing a cloak and hood , which she took off and laid on the table  beneath the looking - glass . Then , after gazing a moment at the fireside  circle , she approached , and took the seat at John Inglefield 's right  hand , as if it had been reserved on purpose for her .  "" Here I am , at last , father , "" said she . "" You ate your Thanksgiving  dinner without me , but I have come back to spend the evening with you . ""  Yes , it was Prudence Inglefield . She wore the same neat and maidenly  attire which she had been accustomed to put on when the household work  was over for the day , and her hair was parted from her brow in the  simple and modest fashion that became her best of all . If her cheek  might otherwise have been pale , yet the glow of the fire suffused it"	1	0
"She could not have looked less altered had she merely  stepped away from her father 's fireside for half an hour , and returned  while the blaze was quivering upward from the same brands that were  burning at her departure . And to John Inglefield she was the very image  of his buried wife , such as he remembered on the first Thanksgiving  which they had passed under their own roof . Therefore , though naturally  a stern and rugged man , he could not speak unkindly to his sinful  child , nor yet could he take her to his bosom .  "" You are welcome home , Prudence , "" said he , glancing sideways at her ,  and his voice faltered . "" Your mother would have rejoiced to see you ,  but she has been gone from us these four months . ""  "" I know , father , I know it , "" replied Prudence quickly . "" And yet , when I  first came in , my eyes were so dazzled by the firelight that she seemed  to be sitting in this very chair ! ""  By this time , the other members of the family had begun to recover  from their surprise , and became sensible that it was no ghost from the  grave , nor vision of their vivid recollections , but Prudence , her own  self . Her brother was the next that greeted her . He advanced and held  out his hand affectionately , as a brother should ; yet not entirely like  a brother , for , with all his kindness , he was still a clergyman and  speaking to a child of sin .  "" Sister Prudence , "" said he , earnestly , "" I rejoice that a merciful  Providence hath turned your steps homeward in time for me to bid you a  last farewell . In a few weeks , sister , I am to sail as a missionary to  the far islands of the Pacific . There is not one of these beloved faces  that I shall ever hope to behold again on this earth . Oh , may I see all  of them -- yours and all -- beyond the grave ! ""  A shadow flitted across the girl 's countenance .  "" The grave is very dark , brother , "" answered she , withdrawing her hand  somewhat hastily from his grasp . "" You must look your last at me by the  light of this fire . ""  While this was passing , the twin girl -- the rosebud that had grown on  the same stem with the castaway -- stood gazing at her sister , longing  to fling herself upon her bosom , so that the tendrils of their"	1	0
"But , as she listened to the familiar voice , while  the face grew more and more familiar , she forgot everything save that  Prudence had come back . Springing forward she would have clasped her in  a close embrace . At that very instant , however , Prudence started from  her chair and held out both her hands with a warning gesture .  "" No , Mary , no , my sister , "" cried she , "" do not you touch me ! Your bosom  must not be pressed to mine ! ""  Mary shuddered and stood still , for she felt that something darker  than the grave was between Prudence and herself , though they seemed so  near each other in the light of their father 's hearth , where they had  grown up together . Meanwhile Prudence threw her eyes around the room in  search of one who had not yet bidden her welcome . He had withdrawn from  his seat by the fireside and was standing near the door , with his face  averted so that his features could be discerned only by the flickering  shadow of the profile upon the wall . But Prudence called to him in a  cheerful and kindly tone :  "" Come , Robert , "" said she , "" wo n't you shake hands with your old friend ? ""  Robert Moore held back for a moment , but affection struggled  powerfully and overcame his pride and resentment ; he rushed toward  Prudence , seized her hand , and pressed it to his bosom .  "" There , there , Robert , "" said she , smiling sadly , as she withdrew her  hand , "" you must not give me too warm a welcome . ""  And now , having exchanged greetings with each member of the family ,  Prudence again seated herself in the chair at John Inglefield 's right  hand . She was naturally a girl of quick and tender sensibilities ,  gladsome in her general mood , but with a bewitching pathos interfused  among her merriest words and deeds . It was remarked of her , too , that  she had a faculty , even from childhood , of throwing her own feelings  like a spell over her companions . Such as she had been in her days of  innocence , so did she appear this evening . Her friends , in the surprise  and bewilderment of her return , almost forgot that she had ever left  them , or that she had forfeited any of her claims to their affection .  In the morning , perhaps , they might have looked at her with altered  eyes , but by the Thanksgiving fireside they felt only that their own  Prudence had"	1	0
"The brave  young minister became as frolicsome as a schoolboy . Mary , too , the  rosebud , forgot that her twin - blossom had ever been torn from the stem  and trampled in the dust . And as for Robert Moore , he gazed at Prudence  with the bashful earnestness of love new - born , while she , with sweet  maiden coquetry , half smiled upon and half discouraged him .  In short , it was one of those intervals when sorrow vanishes in its  own depth of shadow , and joy starts forth in transitory brightness .  When the clock struck eight , Prudence poured out her father 's customary  draught of herb tea , which had been steeping by the fireside ever since  twilight .  "" God bless you , child , "" said John Inglefield , as he took the cup from  her hand ; "" you have made your old father happy again . But we miss your  mother sadly , Prudence , sadly . It seems as if she ought to be here now . ""  "" Now , father , or never , "" replied Prudence .  It was now the hour for domestic worship . But while the family were  making preparations for this duty , they suddenly perceived that  Prudence had put on her cloak and hood , and was lifting the latch of  the door .  "" Prudence , Prudence ! where are you going ? "" cried they all with one  voice .  As Prudence passed out of the door , she turned toward them and flung  back her hand with a gesture of farewell . But her face was so changed  that they hardly recognized it . Sin and evil passions glowed through  its comeliness , and wrought a horrible deformity ; a smile gleamed in  her eyes , as of triumphant mockery , at their surprise and grief .  "" Daughter , "" cried John Inglefield , between wrath and sorrow , "" stay and  be your father 's blessing , or take his curse with you ! ""  For an instant Prudence lingered and looked back into the fire - lighted  room , while her countenance wore almost the expression as if she were  struggling with a fiend who had power to seize his victim even within  the hallowed precincts of her father 's hearth . The fiend prevailed ,  and Prudence vanished into the outer darkness . When the family rushed  to the door , they could see nothing , but heard the sound of wheels  rattling over the frozen ground .  That same night , among the painted beauties at the theatre of a  neighbouring city , there was one whose dissolute mirth seemed  inconsistent with"	1	0
